slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.3289680460974332,0.19686520376175548,2562,0,2562,628,first 20%,True,True
1,0.6327147173068624,0.46275252525252525,1702,0,1702,1466,first 20%,True,True
2,0.7335894437948889,0.5792666842521762,1570,25,1595,2221,first 20%,True,True
3,0.7599885024432308,0.6128882707464071,1591,79,1670,2723,first 20%,True,True
4,0.7844944429384657,0.6454058876003568,1495,95,1590,2989,first 20%,True,True
5,0.7903476907109497,0.6533676533676533,1523,93,1616,3139,first 20%,True,True
6,0.8063280187863058,0.6755021743632222,1291,276,1567,3538,first 20%,True,True
7,0.8219769673704415,0.6977596741344195,1233,251,1484,3677,middle 60%,True,True
8,0.8409388776361253,0.7255345394736842,1182,153,1335,3682,middle 60%,True,True
9,0.865685479198053,0.7631794033510421,1129,30,1159,3765,middle 60%,True,True
10,0.9115692238368819,0.8375077623680397,736,49,785,4095,middle 60%,True,True
11,0.9372458511924388,0.8819027921406412,514,57,571,4321,middle 60%,True,True
12,0.963354171157577,0.9292992306092743,316,24,340,4493,middle 60%,True,True
13,0.963765097875885,0.930064308681672,305,43,348,4671,middle 60%,True,True
14,0.9569762766385203,0.9175019275250579,385,43,428,4803,middle 60%,True,True
15,0.9608636977058029,0.9246753246753247,352,54,406,5038,middle 60%,True,True
16,0.9620421332321124,0.9268604863777656,332,68,400,5137,middle 60%,True,True
17,0.9723388019839756,0.9461666976053462,188,102,290,5199,middle 60%,True,True
18,0.9738028979944343,0.9489433327099308,173,100,273,5174,middle 60%,True,True
19,0.9667940052894505,0.9357224118316269,202,137,339,5072,middle 60%,True,True
20,0.9547738693467337,0.9134615384615384,329,112,441,4767,middle 60%,True,True
21,0.897967438568106,0.8148284088823637,904,105,1009,4545,middle 60%,True,True
22,0.8646288209606987,0.7615384615384615,1214,88,1302,4246,middle 60%,True,True
23,0.8486444956645812,0.7370829361296473,1290,89,1379,3955,middle 60%,True,True
24,0.8243259017158865,0.7011517077045274,1411,94,1505,3625,middle 60%,True,True
25,0.8095669036845508,0.6800608166811468,1370,103,1473,3234,middle 60%,True,True
26,0.7994765159226407,0.6659399224806202,1311,68,1379,2817,middle 60%,True,True
27,0.7159491884262527,0.5575707611981313,1527,83,1610,2112,middle 60%,True,True
28,0.6605952909817858,0.4932006633499171,1455,73,1528,1560,middle 60%,True,True
29,0.6232586311326469,0.4527056753189617,1216,28,1244,1057,last 20%,True,True
30,0.6785474108944183,0.5134860050890585,915,41,956,1050,last 20%,True,True
31,0.7296392711044998,0.5743559718969555,639,88,727,1069,last 20%,True,True
32,0.7315634218289085,0.5767441860465117,530,107,637,975,last 20%,True,True
33,0.7559055118110236,0.6075949367088608,378,87,465,807,last 20%,True,True
34,0.673134328358209,0.5073115860517435,376,62,438,513,last 20%,True,True
35,0.6764705882352942,0.5111111111111111,238,26,264,302,last 20%,True,True
