slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.2376535472549511,0.13485064011379802,2979,62,3041,536,first 20%,True,True
1,0.27714457108578283,0.16086350974930363,2393,17,2410,479,first 20%,True,True
2,0.2828066416711302,0.16469120399251402,2670,8,2678,536,first 20%,True,True
3,0.3227408142999007,0.19242155121373594,2721,7,2728,657,first 20%,True,True
4,0.43115124153498874,0.27482014388489207,2519,1,2520,956,first 20%,True,True
5,0.6882423825098984,0.5246719160104987,1811,0,1811,1999,first 20%,True,True
6,0.7786432516640702,0.6375231910946196,1554,9,1563,2758,first 20%,True,True
7,0.7968016245716462,0.6622362869198313,1531,70,1601,3209,middle 60%,True,True
8,0.8055392559558737,0.6743957555511888,1504,153,1657,3585,middle 60%,True,True
9,0.8177538668459986,0.6916951080773607,1491,135,1626,3783,middle 60%,True,True
10,0.8205876224213378,0.6957597173144876,1439,283,1722,4221,middle 60%,True,True
11,0.8304758039971594,0.7100971547536433,1457,214,1671,4307,middle 60%,True,True
12,0.8467319950528018,0.7342022768520046,1543,68,1611,4518,middle 60%,True,True
13,0.851470722156452,0.7413574373612433,1579,52,1631,4727,middle 60%,True,True
14,0.8643948708940804,0.7611755607115236,1434,110,1544,5031,middle 60%,True,True
15,0.8799930076042304,0.7857031371936944,1277,96,1373,5130,middle 60%,True,True
16,0.8948753948753949,0.8097506749245672,1093,105,1198,5204,middle 60%,True,True
17,0.9231591131689075,0.8572846039358359,752,111,863,5295,middle 60%,True,True
18,0.9413357400722022,0.8891730605285593,546,104,650,5319,middle 60%,True,True
19,0.9513129102844639,0.9071465832029212,422,112,534,5329,middle 60%,True,True
20,0.9563420768954366,0.9163367188844895,354,132,486,5455,middle 60%,True,True
21,0.9569202566452796,0.9173989455184535,336,134,470,5354,middle 60%,True,True
22,0.9576486055028641,0.9187387387387388,332,119,451,5218,middle 60%,True,True
23,0.9581659645341433,0.9196915553883769,313,114,427,5004,middle 60%,True,True
24,0.9621766463980213,0.9271102284011916,257,110,367,4778,middle 60%,True,True
25,0.9581965419128913,0.9197478991596638,272,110,382,4488,middle 60%,True,True
26,0.9655896418989852,0.933468651330627,232,63,295,4202,middle 60%,True,True
27,0.9526604568074518,0.9096003898635477,331,40,371,3773,middle 60%,True,True
28,0.9613781606001667,0.9256286784376672,265,13,278,3473,middle 60%,True,True
29,0.9584435797665369,0.9202032277346085,256,11,267,3090,last 20%,True,True
30,0.9191134684599356,0.8503329828250964,409,18,427,2444,last 20%,True,True
31,0.8530783582089553,0.7437982919886132,618,12,630,1841,last 20%,True,True
32,0.8081041968162084,0.6779990286546868,648,15,663,1411,last 20%,True,True
33,0.8672294704528012,0.7655826558265583,334,12,346,1142,last 20%,True,True
34,0.9058544303797469,0.8279103398409255,231,7,238,1152,last 20%,True,True
35,0.9015900300816502,0.8208137715179968,218,11,229,1060,last 20%,True,True
