slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.3674018289402905,0.22504118616144975,2352,0,2352,683,first 20%,True,True
1,0.5096791302041899,0.34199288256227756,1845,4,1849,965,first 20%,True,True
2,0.6533385093167702,0.4851542231190545,1784,2,1786,1685,first 20%,True,True
3,0.7268224733013465,0.5708728422076343,1747,18,1765,2366,first 20%,True,True
4,0.764714067065535,0.6190583464744311,1609,82,1691,2830,first 20%,True,True
5,0.7533475159554499,0.604296326038948,1757,214,1971,3224,first 20%,True,True
6,0.7658307568991183,0.6205232881796252,1740,305,2045,3649,first 20%,True,True
7,0.7761720904578048,0.6342166937083108,1802,227,2029,3745,middle 60%,True,True
8,0.778717482068301,0.6376227208976157,1945,122,2067,3759,middle 60%,True,True
9,0.7958342373616837,0.6609009009009009,1820,62,1882,3730,middle 60%,True,True
10,0.8128578603716725,0.6847182264342528,1752,111,1863,4157,middle 60%,True,True
11,0.8351377018043685,0.7169411381053318,1638,98,1736,4495,middle 60%,True,True
12,0.8599799580941969,0.7543551222630653,1454,83,1537,4803,middle 60%,True,True
13,0.8680234081579177,0.7668209876543209,1429,82,1511,5051,middle 60%,True,True
14,0.8945770065075922,0.8092621664050236,1148,67,1215,5222,middle 60%,True,True
15,0.9097366597366597,0.8344191959319879,970,72,1042,5323,middle 60%,True,True
16,0.8913375148330226,0.8039755351681958,1165,117,1282,5375,middle 60%,True,True
17,0.8822063751181373,0.78923904688701,1249,122,1371,5256,middle 60%,True,True
18,0.8696702917314,0.7693952351863165,1376,134,1510,5172,middle 60%,True,True
19,0.8618666666666667,0.7572633552014996,1416,138,1554,4986,middle 60%,True,True
20,0.8540352801389269,0.7452544265433083,1459,138,1597,4810,middle 60%,True,True
21,0.8423272309019457,0.7276039079317768,1507,138,1645,4532,middle 60%,True,True
22,0.8365933170334149,0.7190893169877408,1478,126,1604,4232,middle 60%,True,True
23,0.848826714801444,0.7373578988631909,1253,87,1340,3849,middle 60%,True,True
24,0.8376111180668586,0.7205945713054718,1217,80,1297,3425,middle 60%,True,True
25,0.8329890823251697,0.7137800252844501,1064,68,1132,2891,middle 60%,True,True
26,0.8264863927890449,0.7042836041358936,956,45,1001,2429,middle 60%,True,True
27,0.7987987987987988,0.665,886,52,938,1914,middle 60%,True,True
28,0.8063560463237275,0.6755415162454874,676,43,719,1540,middle 60%,True,True
29,0.8741058655221745,0.7763659466327827,331,21,352,1243,last 20%,True,True
30,0.9480330257406508,0.9012003693444137,72,35,107,1011,last 20%,True,True
31,0.9341252699784017,0.8763931104356636,36,86,122,951,last 20%,True,True
32,0.90153452685422,0.8207217694994179,24,130,154,835,last 20%,True,True
33,0.8492201039861352,0.7379518072289156,49,125,174,615,last 20%,True,True
34,0.8244473342002601,0.7013274336283186,42,93,135,410,last 20%,True,True
35,0.7349397590361446,0.580952380952381,4,84,88,206,last 20%,True,True
