slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.2753842823121888,0.15967863419533015,3347,0,3347,636,first 20%,True,True
1,0.6811888499169282,0.5165173572228443,1727,0,1727,1845,first 20%,True,True
2,0.8437697659709045,0.7297592997811816,988,0,988,2668,first 20%,True,True
3,0.91189229618549,0.8380533406653835,589,0,589,3048,first 20%,True,True
4,0.9436278007706579,0.893272088624696,366,29,395,3335,first 20%,True,True
5,0.940795684423466,0.8882098293863,330,109,439,3597,first 20%,True,True
6,0.9192499043245312,0.8505665722379604,477,156,633,3759,first 20%,True,True
7,0.8640600411572449,0.7606564364876386,1076,47,1123,3616,middle 60%,True,True
8,0.8503657725559742,0.7396837639799461,1316,34,1350,3870,middle 60%,True,True
9,0.8451043338683788,0.7317581653926337,1480,64,1544,4276,middle 60%,True,True
10,0.8409439754412893,0.7255421287866247,1594,64,1658,4447,middle 60%,True,True
11,0.8390569890477074,0.7227374480332587,1668,66,1734,4586,middle 60%,True,True
12,0.8482455353136499,0.7364812217547141,1644,47,1691,4773,middle 60%,True,True
13,0.8485382176822825,0.7369226063016213,1661,59,1720,4877,middle 60%,True,True
14,0.8598359224995636,0.7541334966319657,1542,64,1606,4990,middle 60%,True,True
15,0.8704318936877077,0.7705882352941177,1428,54,1482,5032,middle 60%,True,True
16,0.8698401545757949,0.7696611750077712,1405,77,1482,5029,middle 60%,True,True
17,0.8785483291412145,0.7834027555270746,1286,66,1352,4956,middle 60%,True,True
18,0.8850405305821666,0.7937871777924653,1131,117,1248,4921,middle 60%,True,True
19,0.9005164182013057,0.8190358029067707,898,123,1021,4744,middle 60%,True,True
20,0.9134040096567649,0.8406105100463679,708,117,825,4468,middle 60%,True,True
21,0.9266453382084096,0.8633170108579945,516,126,642,4181,middle 60%,True,True
22,0.942885522721629,0.891942682640357,354,106,460,3903,middle 60%,True,True
23,0.9572626082176722,0.9180284659989457,213,98,311,3581,middle 60%,True,True
24,0.9584396099024756,0.920195908959954,178,99,277,3293,middle 60%,True,True
25,0.9581683594422448,0.9196959682749505,132,111,243,2894,middle 60%,True,True
26,0.9431269674711438,0.892374900714853,137,134,271,2381,middle 60%,True,True
27,0.8957332579824809,0.8111566018423746,282,87,369,1672,middle 60%,True,True
28,0.8803385917660639,0.786254295532646,265,46,311,1190,middle 60%,True,True
29,0.9056603773584906,0.8275862068965517,169,36,205,1020,last 20%,True,True
30,0.9251893939393939,0.8607929515418502,68,90,158,1067,last 20%,True,True
31,0.8480259599783667,0.7361502347417841,102,179,281,963,last 20%,True,True
32,0.7801418439716312,0.6395348837209303,63,247,310,797,last 20%,True,True
33,0.6384872080088988,0.46895424836601307,81,244,325,531,last 20%,True,True
34,0.5,0.3333333333333333,21,183,204,285,last 20%,True,True
35,0.0,0.0,0,109,109,109,last 20%,True,False
36,1.0,1.0,0,0,0,0,empty expert,False,False
37,1.0,1.0,0,0,0,0,empty expert,False,False
