slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.436461954422557,0.2791501976284585,2918,0,2918,1130,first 20%,True,True
1,0.7637551581843192,0.6178025034770515,1374,0,1374,2221,first 20%,True,True
2,0.8568467801628423,0.7495467495467496,967,0,967,2894,first 20%,True,True
3,0.8993342210386152,0.8170820227437696,747,9,756,3386,first 20%,True,True
4,0.9188369152970923,0.8498596819457437,592,50,642,3684,first 20%,True,True
5,0.911121903836814,0.8367528991971455,589,143,732,3895,first 20%,True,True
6,0.9183791942412632,0.8490768570201803,513,190,703,4145,first 20%,True,True
7,0.9273485513608428,0.8645385717208922,529,133,662,4358,middle 60%,True,True
8,0.9205209722079787,0.852745582367471,646,129,775,4617,middle 60%,True,True
9,0.9197860962566845,0.8514851485148515,757,68,825,4798,middle 60%,True,True
10,0.9258881365364994,0.8620034542314335,738,61,799,5052,middle 60%,True,True
11,0.9367252543940796,0.880981381590395,612,72,684,5135,middle 60%,True,True
12,0.9491181087819743,0.9031634446397188,492,59,551,5198,middle 60%,True,True
13,0.9611372657620234,0.9251821574551271,356,65,421,5271,middle 60%,True,True
14,0.9662489710052136,0.9347018226862502,319,50,369,5332,middle 60%,True,True
15,0.9718882929535787,0.9453139053786652,266,38,304,5293,middle 60%,True,True
16,0.9708198239925891,0.9432943294329433,284,31,315,5271,middle 60%,True,True
17,0.9697372165828669,0.9412523020257827,284,35,319,5146,middle 60%,True,True
18,0.9647818430835453,0.931959931959932,333,27,360,4958,middle 60%,True,True
19,0.9497467071935157,0.9043025274937295,456,40,496,4727,middle 60%,True,True
20,0.94093859742471,0.8884646302250804,515,40,555,4461,middle 60%,True,True
21,0.9400890106128038,0.8869509043927648,477,48,525,4167,middle 60%,True,True
22,0.9450820683697396,0.8958820776789892,398,47,445,3876,middle 60%,True,True
23,0.953475935828877,0.9110884006131834,297,51,348,3617,middle 60%,True,True
24,0.9494770953012226,0.9038137969713965,276,67,343,3290,middle 60%,True,True
25,0.9510231465951023,0.9066197633514551,199,93,292,2928,middle 60%,True,True
26,0.912568306010929,0.8391959798994975,358,58,416,2229,middle 60%,True,True
27,0.858902575587906,0.7526987242394504,464,40,504,1574,middle 60%,True,True
28,0.8800605372682557,0.7858108108108108,291,26,317,1189,last 20%,True,True
29,0.9192546583850931,0.8505747126436781,168,27,195,1137,last 20%,True,True
30,0.9319787985865724,0.8726220016542597,66,88,154,1143,last 20%,True,True
31,0.9017632241813602,0.8211009174311926,62,133,195,1028,last 20%,True,True
32,0.840301576422207,0.7245862884160756,51,182,233,795,last 20%,True,True
33,0.7153465346534653,0.5568400770712909,66,164,230,453,last 20%,True,True
34,0.5287356321839081,0.359375,24,140,164,232,last 20%,True,True
35,1.0,1.0,0,0,0,0,empty expert,False,False
36,1.0,1.0,0,0,0,0,empty expert,False,False
37,1.0,1.0,0,0,0,0,empty expert,False,False
