slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.3250536645200859,0.19406810692054194,2200,1,2201,531,first 20%,True,True
1,0.5829524065609034,0.4113851992409867,1551,0,1551,1084,first 20%,True,True
2,0.77109375,0.6274634456452638,1172,0,1172,1974,first 20%,True,True
3,0.8226254700016348,0.6986948069980561,1046,39,1085,2555,first 20%,True,True
4,0.8554216867469879,0.7473684210526316,822,138,960,2978,first 20%,True,True
5,0.8577069524749683,0.7508641975308642,809,200,1009,3241,first 20%,True,True
6,0.8560797342192691,0.7483736059479554,790,293,1083,3514,first 20%,True,True
7,0.8693196405648267,0.7688465031789282,694,324,1018,3710,middle 60%,True,True
8,0.8842586710710202,0.7925301753586882,764,147,911,3627,middle 60%,True,True
9,0.8915060670949322,0.8042498390212492,867,45,912,3792,middle 60%,True,True
10,0.9104039720153464,0.8355426677713339,753,41,794,4075,middle 60%,True,True
11,0.9276151083052139,0.865002030044661,595,70,665,4331,middle 60%,True,True
12,0.9419272495213784,0.8902291917973462,500,46,546,4474,middle 60%,True,True
13,0.9524494197391393,0.9092156862745098,411,52,463,4689,middle 60%,True,True
14,0.9586891757696127,0.9206561129124547,362,54,416,4881,middle 60%,True,True
15,0.9629484414820624,0.9285444234404537,288,90,378,5002,middle 60%,True,True
16,0.9543205177007994,0.9126319621405169,406,74,480,5088,middle 60%,True,True
17,0.9551355479190531,0.9141238808697241,410,60,470,5063,middle 60%,True,True
18,0.9430221366698749,0.8921872154434529,556,36,592,4935,middle 60%,True,True
19,0.9121677549894234,0.8385187690226581,857,98,955,5057,middle 60%,True,True
20,0.8824287028518859,0.7895949950609154,1182,96,1278,4892,middle 60%,True,True
21,0.858085808580858,0.7514450867052023,1415,90,1505,4640,middle 60%,True,True
22,0.8325022000586683,0.7130653266331658,1634,79,1713,4336,middle 60%,True,True
23,0.8182843087014451,0.6924544666088465,1689,84,1773,4076,middle 60%,True,True
24,0.8127843986998916,0.684613980653404,1667,61,1728,3812,middle 60%,True,True
25,0.8076695466919162,0.6773873337303951,1563,62,1625,3474,middle 60%,True,True
26,0.793733681462141,0.658008658008658,1528,52,1580,3092,middle 60%,True,True
27,0.7587807519727681,0.6113188730989778,1506,53,1559,2505,middle 60%,True,True
28,0.6810579541034617,0.5163668534355648,1605,35,1640,1786,middle 60%,True,True
29,0.6447669977081741,0.47576099210823,1359,36,1395,1302,last 20%,True,True
30,0.6615545486232136,0.4942708333333333,947,24,971,973,last 20%,True,True
31,0.7640532544378699,0.6181926989826452,587,51,638,1084,last 20%,True,True
32,0.833041958041958,0.7138576779026217,316,66,382,1019,last 20%,True,True
33,0.841715193223928,0.726691042047532,190,109,299,904,last 20%,True,True
34,0.8185595567867036,0.6928487690504103,193,69,262,660,last 20%,True,True
35,0.7316538882803943,0.5768566493955095,225,20,245,354,last 20%,True,True
