slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.6598434677904876,0.49236298292902064,1695,0,1695,1644,first 20%,True,True
1,0.8422025129342202,0.7274178104053622,847,7,854,2286,first 20%,True,True
2,0.8469246184677046,0.7344919786096257,949,44,993,2791,first 20%,True,True
3,0.8663861888872769,0.764269260302022,795,126,921,3112,first 20%,True,True
4,0.8543151227236738,0.7456807187284036,788,316,1104,3553,first 20%,True,True
5,0.8582089552238806,0.7516339869281046,826,314,1140,3764,first 20%,True,True
6,0.8673131213943783,0.7657130472475075,885,196,1081,3729,first 20%,True,True
7,0.8790996006293114,0.7842798531634636,975,24,999,3656,middle 60%,True,True
8,0.9068533363441346,0.8295806651518282,794,31,825,4047,middle 60%,True,True
9,0.927558879339212,0.8649042464612823,589,60,649,4215,middle 60%,True,True
10,0.9533902887422948,0.9109320107460219,368,63,431,4471,middle 60%,True,True
11,0.9516837481698389,0.9078212290502793,391,71,462,4621,middle 60%,True,True
12,0.9710217587486213,0.9436756967452739,213,76,289,4918,middle 60%,True,True
13,0.9573610720644739,0.9182095991371562,389,66,455,5174,middle 60%,True,True
14,0.949171270718232,0.9032597266035752,461,91,552,5245,middle 60%,True,True
15,0.9549401334430125,0.913765961168445,429,64,493,5288,middle 60%,True,True
16,0.9600895188362552,0.9232424677187948,374,54,428,5202,middle 60%,True,True
17,0.9644611383993066,0.9313616071428571,275,94,369,5101,middle 60%,True,True
18,0.9150302466263378,0.8433693600960713,812,101,913,5017,middle 60%,True,True
19,0.933480044013204,0.8752579253423373,554,111,665,4777,middle 60%,True,True
20,0.8645977465902352,0.7614902506963789,1274,96,1370,4470,middle 60%,True,True
21,0.8435776201733649,0.7294718909710391,1516,72,1588,4354,middle 60%,True,True
22,0.8734798877455566,0.7753788665144281,980,102,1082,3837,middle 60%,True,True
23,0.840673111349803,0.7251389746757257,1299,36,1335,3558,middle 60%,True,True
24,0.8338583755649911,0.7150575522668546,1133,80,1213,3124,middle 60%,True,True
25,0.8511796733212341,0.740916271721959,713,107,820,2452,middle 60%,True,True
26,0.8040967531052516,0.6723760932944607,844,55,899,1900,middle 60%,True,True
27,0.8761578044596913,0.7796092796092796,254,107,361,1384,last 20%,True,True
28,0.8565022421524664,0.7490196078431373,287,33,320,988,last 20%,True,True
29,0.8882907133243607,0.7990314769975787,187,62,249,1052,last 20%,True,True
30,0.9074563722897938,0.8305905130687319,30,145,175,1003,last 20%,True,True
31,0.8669833729216152,0.7651991614255765,76,148,224,878,last 20%,True,True
32,0.735593220338983,0.5817694369973191,127,185,312,619,last 20%,True,True
33,0.7601809954751131,0.6131386861313869,62,97,159,349,last 20%,True,True
34,0.0,0.0,91,0,91,0,empty expert,False,True
35,0.0,0.0,15,0,15,0,empty expert,False,True
