slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.4607295432139336,0.29931682322801023,3280,2,3282,1404,first 20%,True,True
1,0.45462745805520477,0.2941863180014009,3022,1,3023,1261,first 20%,True,True
2,0.5279455023997522,0.35864535128313,3049,0,3049,1705,first 20%,True,True
3,0.6544198895027624,0.48634777253130773,2495,7,2502,2376,first 20%,True,True
4,0.696128374936322,0.5338933385426842,2333,53,2386,2786,first 20%,True,True
5,0.7082551594746717,0.5482933914306464,2274,214,2488,3234,first 20%,True,True
6,0.7225579606636633,0.5656287631171513,2185,340,2525,3628,first 20%,True,True
7,0.7554259799157759,0.6069755335762623,2012,253,2265,3751,middle 60%,True,True
8,0.7894793575509325,0.6521816562778272,1841,112,1953,3774,middle 60%,True,True
9,0.8079071766222604,0.6777217015140591,1731,57,1788,3817,middle 60%,True,True
10,0.8323395654370894,0.7128267266747447,1541,118,1659,4236,middle 60%,True,True
11,0.8546666666666667,0.7462165308498254,1360,166,1526,4653,middle 60%,True,True
12,0.8651998203861697,0.7624248179803735,1324,177,1501,4994,middle 60%,True,True
13,0.8969224100563502,0.8131090851933355,1047,142,1189,5315,middle 60%,True,True
14,0.9240214888718342,0.8587731811697575,748,143,891,5561,middle 60%,True,True
15,0.9490301452682844,0.903004154682007,459,148,607,5799,middle 60%,True,True
16,0.9596010818120352,0.9223395613322503,327,151,478,5828,middle 60%,True,True
17,0.9587912087912088,0.920844327176781,315,165,480,5749,middle 60%,True,True
18,0.9502762430939227,0.9052631578947369,405,153,558,5485,middle 60%,True,True
19,0.9496653525259008,0.9041550279329609,378,171,549,5350,middle 60%,True,True
20,0.9534661049406358,0.9110704483074108,300,186,486,5165,middle 60%,True,True
21,0.9546004842615012,0.9131441806601043,253,197,450,4928,middle 60%,True,True
22,0.9513466550825369,0.9072079536039768,228,220,448,4600,middle 60%,True,True
23,0.9490043710539097,0.9029574861367837,198,222,420,4130,middle 60%,True,True
24,0.9462217319360177,0.8979324784087935,193,197,390,3628,middle 60%,True,True
25,0.9297279792746114,0.8686838124054463,261,173,434,3044,middle 60%,True,True
26,0.917494270435447,0.8475652787579393,269,163,432,2565,middle 60%,True,True
27,0.9177509293680297,0.8480034349506226,204,150,354,2125,middle 60%,True,True
28,0.9201224603395491,0.8520618556701031,165,122,287,1775,middle 60%,True,True
29,0.9102773246329527,0.8353293413173652,139,136,275,1531,last 20%,True,True
30,0.8872865275142315,0.7974079126875853,137,160,297,1329,last 20%,True,True
31,0.8112778535698044,0.6824789594491201,215,200,415,1092,last 20%,True,True
32,0.7852147852147852,0.6463815789473685,225,205,430,991,last 20%,True,True
33,0.7104440275171983,0.550921435499515,197,266,463,834,last 20%,True,True
34,0.7472959685349065,0.5965463108320251,71,186,257,566,last 20%,True,True
35,0.7164750957854407,0.5582089552238806,5,143,148,330,last 20%,True,True
36,1.0,1.0,0,0,0,0,empty expert,False,False
37,1.0,1.0,0,0,0,0,empty expert,False,False
