slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.28809939817511165,0.1682921297346337,3667,0,3667,742,first 20%,True,True
1,0.7385988744420726,0.5855384615384616,1347,0,1347,1903,first 20%,True,True
2,0.8220953556549915,0.6979303117631648,1153,0,1153,2664,first 20%,True,True
3,0.8517217146872804,0.7417380660954712,992,63,1055,3093,first 20%,True,True
4,0.864958172885407,0.7620496022461395,925,92,1017,3349,first 20%,True,True
5,0.8624920936116383,0.7582295373665481,901,186,1087,3595,first 20%,True,True
6,0.8608663274171527,0.7557202004794072,910,211,1121,3679,first 20%,True,True
7,0.8524137931034482,0.7427884615384616,1133,151,1284,3859,middle 60%,True,True
8,0.8468098888049228,0.7343194158397304,1383,36,1419,3958,middle 60%,True,True
9,0.8553370786516854,0.747239263803681,1391,51,1442,4314,middle 60%,True,True
10,0.8611218568665377,0.7561141304347826,1377,59,1436,4511,middle 60%,True,True
11,0.8679748523528291,0.7667452036351396,1344,42,1386,4598,middle 60%,True,True
12,0.8700973574408901,0.7700640078778926,1360,41,1401,4733,middle 60%,True,True
13,0.8739511127325793,0.7761218208326583,1340,42,1382,4833,middle 60%,True,True
14,0.8855206847360912,0.79456,1224,60,1284,5026,middle 60%,True,True
15,0.8944909651828999,0.8091213522564185,1124,73,1197,5147,middle 60%,True,True
16,0.9068597157234926,0.8295913422710386,993,62,1055,5198,middle 60%,True,True
17,0.9278956553687885,0.8654900616860863,713,72,785,5123,middle 60%,True,True
18,0.9325546345139413,0.8736321920225909,626,90,716,5040,middle 60%,True,True
19,0.94980462879471,0.9044075558099599,375,126,501,4866,middle 60%,True,True
20,0.9419802396468362,0.8903238625074508,447,105,552,4586,middle 60%,True,True
21,0.9317877842175658,0.8722871452420701,480,132,612,4312,middle 60%,True,True
22,0.9315199236459079,0.8718177757927646,446,128,574,4032,middle 60%,True,True
23,0.9363707776904949,0.880354505169867,381,105,486,3681,middle 60%,True,True
24,0.9337738830627783,0.8757747237941256,337,124,461,3374,middle 60%,True,True
25,0.9309378605571123,0.8707986432315757,273,146,419,2970,middle 60%,True,True
26,0.9077927376580988,0.8311542771759433,314,138,452,2363,middle 60%,True,True
27,0.8564315352697095,0.7489114658925979,427,92,519,1640,middle 60%,True,True
28,0.819672131147541,0.6944444444444444,411,51,462,1101,last 20%,True,True
29,0.8733273862622658,0.7751385589865399,187,97,284,1076,last 20%,True,True
30,0.8692232055063913,0.768695652173913,82,184,266,1068,last 20%,True,True
31,0.7978971962616822,0.6637512147716229,88,258,346,941,last 20%,True,True
32,0.6934594168636722,0.5307599517490953,72,317,389,757,last 20%,True,True
33,0.48382126348228044,0.31910569105691056,72,263,335,420,last 20%,True,True
34,0.0,0.0,0,238,238,238,last 20%,True,False
35,1.0,1.0,0,0,0,0,empty expert,False,False
36,1.0,1.0,0,0,0,0,empty expert,False,False
37,1.0,1.0,0,0,0,0,empty expert,False,False
