slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.28144690781796966,0.16376969038565997,3079,0,3079,603,first 20%,True,True
1,0.4994329779995464,0.33282950423216445,2207,0,2207,1101,first 20%,True,True
2,0.7212200111586387,0.5639906922629436,1499,0,1499,1939,first 20%,True,True
3,0.8402632846363782,0.7245293466223699,995,0,995,2617,first 20%,True,True
4,0.881694763538714,0.7884204909284952,756,37,793,2992,first 20%,True,True
5,0.8892009549220615,0.8005056890012642,680,109,789,3275,first 20%,True,True
6,0.9008984846452998,0.81966813079551,493,246,739,3605,first 20%,True,True
7,0.8952798555584215,0.8104132617324306,485,327,812,3798,middle 60%,True,True
8,0.8997324499936298,0.817739694302918,573,214,787,3745,middle 60%,True,True
9,0.9099750919226663,0.8348204570184984,716,43,759,3879,middle 60%,True,True
10,0.903099510603589,0.8233194527067222,835,56,891,4208,middle 60%,True,True
11,0.9190864937480624,0.8502868068833652,693,90,783,4537,middle 60%,True,True
12,0.9312456087523838,0.8713373403456048,580,105,685,4744,middle 60%,True,True
13,0.9575228265184597,0.9185072353389185,328,100,428,4924,middle 60%,True,True
14,0.9626779530588688,0.9280415430267063,305,83,388,5087,middle 60%,True,True
15,0.9682750759878419,0.9385011968329957,252,82,334,5179,middle 60%,True,True
16,0.9628457025793835,0.9283533848087628,329,70,399,5240,middle 60%,True,True
17,0.9492700729927007,0.9034386939909691,493,63,556,5265,middle 60%,True,True
18,0.9314046579330422,0.871615869232079,670,84,754,5203,middle 60%,True,True
19,0.9093713145241767,0.8338046913991016,901,98,999,5110,middle 60%,True,True
20,0.8888683943558056,0.7999667994687915,1115,90,1205,4909,middle 60%,True,True
21,0.9145077720207254,0.8424821002386634,772,86,858,4675,middle 60%,True,True
22,0.9485929536893419,0.9022128556375132,390,74,464,4355,middle 60%,True,True
23,0.9596142254370102,0.9223638470451911,238,97,335,4077,middle 60%,True,True
24,0.9557967178401271,0.9153358681875792,258,76,334,3687,middle 60%,True,True
25,0.9587236533957846,0.9207197076187799,178,104,282,3379,middle 60%,True,True
26,0.9509969584319027,0.9065721649484536,150,140,290,2954,middle 60%,True,True
27,0.9362312897272914,0.8801079414032382,174,137,311,2420,middle 60%,True,True
28,0.8865923307043786,0.7962872496336102,320,97,417,1727,middle 60%,True,True
29,0.8714285714285714,0.7721518987341772,272,70,342,1229,last 20%,True,True
30,0.9070986183897094,0.8299912816041848,156,39,195,991,last 20%,True,True
31,0.9204052098408104,0.8525469168900804,77,88,165,1042,last 20%,True,True
32,0.9083063646170443,0.8320158102766798,41,129,170,971,last 20%,True,True
33,0.8507765023632681,0.7403055229142186,31,190,221,820,last 20%,True,True
34,0.7845084409136047,0.6454248366013072,71,146,217,541,last 20%,True,True
35,0.7213822894168467,0.5641891891891891,25,104,129,271,last 20%,True,True
36,1.0,1.0,0,0,0,0,empty expert,False,False
37,1.0,1.0,0,0,0,0,empty expert,False,False
