slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.5849232201023732,0.4133508714238737,1784,0,1784,1257,first 20%,True,True
1,0.8613569321533924,0.7564766839378239,644,14,658,2058,first 20%,True,True
2,0.8920265780730897,0.8050974512743628,594,56,650,2741,first 20%,True,True
3,0.924301545184954,0.859257109692397,364,121,485,3082,first 20%,True,True
4,0.9359372688267495,0.8795884315906563,299,134,433,3297,first 20%,True,True
5,0.9287925696594427,0.8670520231213873,217,289,506,3589,first 20%,True,True
6,0.9284818067754078,0.8665105386416861,224,289,513,3619,first 20%,True,True
7,0.9387918389118549,0.8846443830108067,371,88,459,3608,middle 60%,True,True
8,0.9342233009708738,0.8765657025734457,500,42,542,3891,middle 60%,True,True
9,0.9345017413773733,0.8770560944749051,506,77,583,4236,middle 60%,True,True
10,0.94237073067569,0.8910217956408718,451,94,545,4550,middle 60%,True,True
11,0.9555998740421958,0.9149748743718593,338,85,423,4637,middle 60%,True,True
12,0.96415770609319,0.9307958477508651,280,80,360,4922,middle 60%,True,True
13,0.9612586037364799,0.9254070427868232,324,70,394,4958,middle 60%,True,True
14,0.954506273345465,0.9129717845364602,407,68,475,5051,middle 60%,True,True
15,0.9588688946015425,0.9209876543209876,383,65,448,5287,middle 60%,True,True
16,0.9653671461014383,0.9330528626303274,282,84,366,5185,middle 60%,True,True
17,0.9660185010383235,0.9342705860872741,292,68,360,5185,middle 60%,True,True
18,0.9651443468185769,0.9326366859488711,284,77,361,5075,middle 60%,True,True
19,0.9611077173691712,0.9251274010192082,298,84,382,4804,middle 60%,True,True
20,0.9556852572416775,0.915131442765473,329,81,410,4502,middle 60%,True,True
21,0.9575688073394495,0.9185918591859186,316,54,370,4229,middle 60%,True,True
22,0.9543760442102558,0.9127335299901671,253,102,355,3815,middle 60%,True,True
23,0.9553918285331547,0.9145934855091049,291,42,333,3608,middle 60%,True,True
24,0.9514418048707605,0.9073810202336848,264,61,325,3245,middle 60%,True,True
25,0.9344739716053877,0.8770071745814827,234,126,360,2693,middle 60%,True,True
26,0.9065502183406113,0.829073482428115,346,82,428,2158,middle 60%,True,True
27,0.8975356679636836,0.8141176470588235,230,86,316,1470,middle 60%,True,True
28,0.9303595812471552,0.8697872340425532,132,21,153,1043,last 20%,True,True
29,0.9380453752181501,0.8833196384552178,98,44,142,1119,last 20%,True,True
30,0.8948948948948949,0.8097826086956522,66,144,210,1038,last 20%,True,True
31,0.908207343412527,0.8318496538081108,38,132,170,973,last 20%,True,True
32,0.8690807799442897,0.7684729064039408,21,167,188,791,last 20%,True,True
33,0.7946537059538274,0.6592741935483871,100,69,169,396,last 20%,True,True
34,0.8303393213572854,0.7098976109215017,40,45,85,253,last 20%,True,True
35,0.0,0.0,16,0,16,0,empty expert,False,True
