slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.2853374367992966,0.16641025641025642,3249,2,3251,651,first 20%,True,True
1,0.3970095385408611,0.24766806046960438,2339,0,2339,770,first 20%,True,True
2,0.5782011519716438,0.4066687441570583,1904,0,1904,1305,first 20%,True,True
3,0.7168812841771035,0.5587022271102557,1605,0,1605,2032,first 20%,True,True
4,0.8324713994671682,0.7130201342281879,1036,33,1069,2689,first 20%,True,True
5,0.8716104868913858,0.772437599575146,770,87,857,2996,first 20%,True,True
6,0.8652849740932642,0.7625570776255708,883,105,988,3278,first 20%,True,True
7,0.8759239704329461,0.7792390793799906,659,281,940,3599,middle 60%,True,True
8,0.8821071292896037,0.7890801993656548,663,268,931,3751,middle 60%,True,True
9,0.890028775178281,0.8018485121731289,733,146,879,3703,middle 60%,True,True
10,0.8945822070748619,0.8092706782904528,862,35,897,3841,middle 60%,True,True
11,0.92262309961425,0.8563605728727886,653,29,682,4095,middle 60%,True,True
12,0.9322324683680034,0.873066880899779,570,62,632,4409,middle 60%,True,True
13,0.9462298491939678,0.8979470983024083,454,63,517,4612,middle 60%,True,True
14,0.9776286353467561,0.9562363238512035,153,67,220,4874,middle 60%,True,True
15,0.9764591439688716,0.9540011404675917,128,114,242,5133,middle 60%,True,True
16,0.9747513389441469,0.9507462686567164,146,118,264,5214,middle 60%,True,True
17,0.9739617358842744,0.9492450427505912,155,124,279,5342,middle 60%,True,True
18,0.9753722794959908,0.9519284516489659,125,133,258,5242,middle 60%,True,True
19,0.9734563790314908,0.9482854494902687,198,81,279,5197,middle 60%,True,True
20,0.97165991902834,0.9448818897637795,219,75,294,5115,middle 60%,True,True
21,0.9692812406799881,0.9403935185185185,173,136,309,5011,middle 60%,True,True
22,0.973778185899398,0.9488964008749254,161,96,257,4868,middle 60%,True,True
23,0.9599396941632565,0.9229654172706564,265,107,372,4564,middle 60%,True,True
24,0.9608557658398965,0.9246606334841629,229,104,333,4191,middle 60%,True,True
25,0.9265222128071662,0.8631032927379342,552,55,607,3882,middle 60%,True,True
26,0.9239948119325552,0.8587270973963356,539,47,586,3609,middle 60%,True,True
27,0.9566849100860046,0.9169664268585132,201,76,277,3135,middle 60%,True,True
28,0.9147982062780269,0.8429752066115702,462,32,494,2684,middle 60%,True,True
29,0.9015829318651066,0.8208020050125313,376,53,429,2018,last 20%,True,True
30,0.8473829201101928,0.7351816443594646,532,22,554,1560,last 20%,True,True
31,0.8492462311557789,0.7379912663755459,402,18,420,1201,last 20%,True,True
32,0.9099365750528541,0.834755624515128,191,22,213,1098,last 20%,True,True
33,0.924924924924925,0.8603351955307262,150,25,175,1103,last 20%,True,True
34,0.9281110560237977,0.8658649398704903,112,33,145,969,last 20%,True,True
35,0.8534583821805393,0.7443762781186094,234,16,250,744,last 20%,True,True
