slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.31005984611000287,0.18347386172006747,2421,0,2421,544,first 20%,True,True
1,0.5967741935483871,0.42528735632183906,1700,0,1700,1258,first 20%,True,True
2,0.7758620689655172,0.6338028169014085,1252,48,1300,2298,first 20%,True,True
3,0.8056589724497394,0.6745635910224439,1142,163,1305,2868,first 20%,True,True
4,0.8347235967764739,0.716330987624363,967,202,1169,3154,first 20%,True,True
5,0.8641326883206635,0.7607690435629106,783,200,983,3326,first 20%,True,True
6,0.8698017877963466,0.7696011004126547,598,407,1005,3764,first 20%,True,True
7,0.8796915167095116,0.7852225791647545,547,389,936,3811,middle 60%,True,True
8,0.900230828417543,0.8185634328358209,572,206,778,3716,middle 60%,True,True
9,0.9194404245055475,0.8508928571428571,616,52,668,3864,middle 60%,True,True
10,0.934985223914526,0.8779082177161153,515,57,572,4170,middle 60%,True,True
11,0.9436435124508519,0.8933002481389578,455,61,516,4381,middle 60%,True,True
12,0.9599401773314816,0.9229663105998357,328,47,375,4540,middle 60%,True,True
13,0.9654749744637385,0.9332543443917851,282,56,338,4782,middle 60%,True,True
14,0.9755424063116371,0.9522525991528686,199,49,248,4995,middle 60%,True,True
15,0.9769363828560446,0.9549126432462897,183,57,240,5140,middle 60%,True,True
16,0.9733221005335579,0.9480306345733042,243,42,285,5241,middle 60%,True,True
17,0.9775767853778029,0.9561371175820126,172,66,238,5254,middle 60%,True,True
18,0.9810272134917593,0.962760955425992,157,41,198,5160,middle 60%,True,True
19,0.9800295130349238,0.9608410493827161,126,77,203,5058,middle 60%,True,True
20,0.9712531969309462,0.9441129673826572,203,78,281,4825,middle 60%,True,True
21,0.9660743134087237,0.934375,237,78,315,4563,middle 60%,True,True
22,0.9697730124329873,0.9413197519929141,213,52,265,4303,middle 60%,True,True
23,0.9628637525873615,0.9283869452923221,263,42,305,3996,middle 60%,True,True
24,0.957080981756136,0.9176944374528064,284,43,327,3689,middle 60%,True,True
25,0.9542182551108551,0.9124449339207048,274,44,318,3358,middle 60%,True,True
26,0.9418092909535453,0.890018484288355,295,62,357,2951,middle 60%,True,True
27,0.9108367626886146,0.836272040302267,348,107,455,2431,middle 60%,True,True
28,0.8728308728308728,0.7743566176470589,426,65,491,1750,middle 60%,True,True
29,0.861244019138756,0.7563025210084033,319,58,377,1228,middle 60%,True,True
30,0.8958333333333334,0.8113207547169812,193,37,230,1026,last 20%,True,True
31,0.9295904279797514,0.8684436801375752,81,72,153,1082,last 20%,True,True
32,0.9198184568835098,0.8515406162464986,32,127,159,1039,last 20%,True,True
33,0.8799526907155529,0.7856388595564942,33,170,203,914,last 20%,True,True
34,0.8402100525131283,0.7244501940491591,28,185,213,745,last 20%,True,True
35,0.7526555386949925,0.6034063260340633,53,110,163,358,last 20%,True,True
36,0.39662447257383965,0.24736842105263157,2,141,143,188,last 20%,True,True
37,1.0,1.0,0,0,0,0,empty expert,False,False
