slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.22270829190693975,0.12530767509509957,3909,0,3909,560,first 20%,True,True
1,0.7380994829737921,0.5849109918055948,1469,0,1469,2070,first 20%,True,True
2,0.8170767862437,0.6907268170426065,1227,7,1234,2763,first 20%,True,True
3,0.8610086100861009,0.755939524838013,976,41,1017,3191,first 20%,True,True
4,0.8703215603584608,0.7704153056462902,922,62,984,3364,first 20%,True,True
5,0.9025418316515519,0.8223929236499069,609,154,763,3687,first 20%,True,True
6,0.8807996051332675,0.7869900771775082,706,260,966,3829,first 20%,True,True
7,0.8693438259460711,0.7688843398157625,922,207,1129,3963,middle 60%,True,True
8,0.8957345971563981,0.8111587982832618,850,74,924,4043,middle 60%,True,True
9,0.9066806943713834,0.8292917628945342,837,50,887,4359,middle 60%,True,True
10,0.9322425005244388,0.8730844793713163,567,79,646,4523,middle 60%,True,True
11,0.9329325178812066,0.8742957062366427,591,56,647,4556,middle 60%,True,True
12,0.9569407422595858,0.9174366031059563,365,55,420,4722,middle 60%,True,True
13,0.9704337076336664,0.9425655393235941,221,66,287,4776,middle 60%,True,True
14,0.9699263095000996,0.9416086620262955,233,69,302,4939,middle 60%,True,True
15,0.9725389114702092,0.9465457352373601,219,58,277,4963,middle 60%,True,True
16,0.9680861574943187,0.9381463040980468,272,51,323,4950,middle 60%,True,True
17,0.9726688102893891,0.94679186228482,216,56,272,4896,middle 60%,True,True
18,0.9761880429228411,0.9534837292872829,194,39,233,4815,middle 60%,True,True
19,0.9766545298779182,0.9543742151527836,156,62,218,4622,middle 60%,True,True
20,0.9736227045075125,0.9486011711125569,180,57,237,4431,middle 60%,True,True
21,0.9695621634277687,0.9409225176096342,147,113,260,4254,middle 60%,True,True
22,0.9626884743163813,0.9280610987928061,247,45,292,3812,middle 60%,True,True
23,0.961522661919759,0.9258966244725738,227,54,281,3565,middle 60%,True,True
24,0.9623876960560378,0.9275022013501615,191,56,247,3216,middle 60%,True,True
25,0.9564639415088069,0.9165605095541401,186,76,262,2954,middle 60%,True,True
26,0.9190363349131122,0.8502009499451955,325,85,410,2412,middle 60%,True,True
27,0.8661919960716916,0.7639670853183196,504,41,545,1805,middle 60%,True,True
28,0.7968901846452867,0.6623586429725363,602,25,627,1255,last 20%,True,True
29,0.8451400329489291,0.7318116975748931,355,21,376,1047,last 20%,True,True
30,0.9299419901829541,0.8690575479566305,111,46,157,1088,last 20%,True,True
31,0.9307125307125307,0.8704044117647058,73,68,141,1015,last 20%,True,True
32,0.9019836639439907,0.8214665249734325,59,109,168,882,last 20%,True,True
33,0.8461538461538461,0.7333333333333333,58,134,192,662,last 20%,True,True
34,0.8125894134477826,0.6843373493975904,64,67,131,351,last 20%,True,True
35,0.0,0.0,97,0,97,0,empty expert,False,True
36,1.0,1.0,0,0,0,0,empty expert,False,False
37,1.0,1.0,0,0,0,0,empty expert,False,False
