slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.39571976579850593,0.24666498867354644,2992,1,2993,981,first 20%,True,True
1,0.573340567914632,0.4018762677484787,2351,8,2359,1593,first 20%,True,True
2,0.751915852742299,0.6024560558632314,1646,5,1651,2507,first 20%,True,True
3,0.7786402569593148,0.6375191759807144,1626,28,1654,2937,first 20%,True,True
4,0.811206785760185,0.6823783783783783,1383,86,1469,3242,first 20%,True,True
5,0.7873023421709666,0.6492156862745098,1578,211,1789,3522,first 20%,True,True
6,0.8007300102657694,0.6676811869887769,1427,320,1747,3830,first 20%,True,True
7,0.81081692690654,0.6818268315889628,1530,142,1672,3725,middle 60%,True,True
8,0.8092879938373501,0.6796672828096119,1699,34,1733,3711,middle 60%,True,True
9,0.8225839686791675,0.6986349317465873,1658,64,1722,4056,middle 60%,True,True
10,0.8317046688382194,0.7118959107806692,1659,46,1705,4259,middle 60%,True,True
11,0.8462850644427596,0.733530474782323,1588,34,1622,4499,middle 60%,True,True
12,0.8646684831970936,0.7616,1446,44,1490,4804,middle 60%,True,True
13,0.8735232800555942,0.7754472547809994,1395,61,1456,5089,middle 60%,True,True
14,0.8777815239379636,0.7821841670422112,1395,55,1450,5262,middle 60%,True,True
15,0.8794256003961377,0.7847989394608926,1378,83,1461,5411,middle 60%,True,True
16,0.8704406667766958,0.7706019871420222,1498,72,1570,5346,middle 60%,True,True
17,0.8760951188986232,0.779510022271715,1398,87,1485,5337,middle 60%,True,True
18,0.859581589958159,0.753742295274435,1599,79,1678,5215,middle 60%,True,True
19,0.8376082894513335,0.7205903843343563,1819,93,1912,5024,middle 60%,True,True
20,0.8231161075004392,0.6994029850746268,1924,90,2014,4776,middle 60%,True,True
21,0.8230634613613337,0.6993269682266395,1839,82,1921,4550,middle 60%,True,True
22,0.8237120403609197,0.7002639392939624,1722,95,1817,4340,middle 60%,True,True
23,0.8274122346016397,0.7056292577984941,1563,79,1642,4015,middle 60%,True,True
24,0.8279890059551076,0.706468633965214,1435,67,1502,3682,middle 60%,True,True
25,0.8323639653612511,0.7128625193712641,1203,94,1297,3314,middle 60%,True,True
26,0.8207074540762107,0.6959320288362513,1056,125,1181,2828,middle 60%,True,True
27,0.7887801204819277,0.6512278520360585,1006,116,1122,2211,middle 60%,True,True
28,0.7770125860840655,0.6353398058252427,842,97,939,1733,middle 60%,True,True
29,0.7719830200121286,0.628641975308642,645,107,752,1380,middle 60%,True,True
30,0.8049344641480339,0.6735483870967742,458,48,506,1092,last 20%,True,True
31,0.8378947368421052,0.7210144927536232,286,99,385,1094,last 20%,True,True
32,0.8298279158699808,0.7091503267973857,171,185,356,1053,last 20%,True,True
33,0.8262737875997545,0.7039748953974896,53,230,283,903,last 20%,True,True
34,0.7881429816913688,0.6503597122302158,43,200,243,652,last 20%,True,True
35,0.752906976744186,0.6037296037296037,55,115,170,374,last 20%,True,True
36,0.2111801242236025,0.11805555555555555,0,127,127,144,last 20%,True,True
37,0.0,0.0,4,0,4,0,empty expert,False,True
