slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.3839605734767025,0.23759356806210147,2750,0,2750,857,first 20%,True,True
1,0.6466721446179129,0.47783849423193686,1720,0,1720,1574,first 20%,True,True
2,0.7864061730421934,0.6479978354978355,1281,20,1301,2415,first 20%,True,True
3,0.8245350929814037,0.7014544526664965,1098,72,1170,2821,first 20%,True,True
4,0.853504967119071,0.7444471564559434,901,146,1047,3196,first 20%,True,True
5,0.849500998003992,0.7383761276891048,868,263,1131,3455,first 20%,True,True
6,0.852294154619736,0.7426067907995619,822,353,1175,3743,first 20%,True,True
7,0.8651174228451985,0.7622968580715059,885,212,1097,3730,middle 60%,True,True
8,0.8771201952410006,0.7811345359704412,931,76,1007,3670,middle 60%,True,True
9,0.8836775172091937,0.7915969899665551,928,69,997,3856,middle 60%,True,True
10,0.8853439680957128,0.7942754919499105,965,70,1035,4066,middle 60%,True,True
11,0.9050243111831442,0.8265245707519242,815,64,879,4252,middle 60%,True,True
12,0.9067969067969068,0.8294862248696947,854,62,916,4518,middle 60%,True,True
13,0.9188870317569561,0.8499454347035286,773,52,825,4725,middle 60%,True,True
14,0.9085888402209104,0.8324899668469726,903,57,960,4828,middle 60%,True,True
15,0.9161143722779777,0.8452131376659678,842,44,886,4882,middle 60%,True,True
16,0.9331532748143146,0.8746835443037975,638,55,693,4892,middle 60%,True,True
17,0.958936956738935,0.9211132437619962,371,40,411,4839,middle 60%,True,True
18,0.9646125686394142,0.9316440777843252,298,50,348,4793,middle 60%,True,True
19,0.9650585875646575,0.9324765401876784,269,62,331,4633,middle 60%,True,True
20,0.9667139583105969,0.9355724545838614,242,63,305,4492,middle 60%,True,True
21,0.9572788483863478,0.9180583389000223,308,60,368,4183,middle 60%,True,True
22,0.9571763544366284,0.9178698224852071,295,52,347,3930,middle 60%,True,True
23,0.9464004203888597,0.8982543640897755,368,40,408,3642,middle 60%,True,True
24,0.9438457175269427,0.8936627282491945,364,32,396,3360,middle 60%,True,True
25,0.9524262607040913,0.9091734786557675,258,42,300,3045,middle 60%,True,True
26,0.9485320768394345,0.902102723198897,232,52,284,2669,middle 60%,True,True
27,0.919581198485186,0.8511340206185567,291,70,361,2134,middle 60%,True,True
28,0.889681668496158,0.8012852199703411,359,43,402,1664,middle 60%,True,True
29,0.8796361091672499,0.7851342910680824,312,32,344,1289,middle 60%,True,True
30,0.9215048769159313,0.8544358311800172,149,20,169,1012,last 20%,True,True
31,0.938949361097965,0.8849241748438894,71,58,129,1050,last 20%,True,True
32,0.9095554420030659,0.8341143392689785,48,129,177,1019,last 20%,True,True
33,0.8914081145584726,0.8040904198062433,28,154,182,901,last 20%,True,True
34,0.8414096916299559,0.7262357414448669,48,168,216,741,last 20%,True,True
35,0.7563025210084033,0.6081081081081081,79,124,203,439,last 20%,True,True
36,0.7048458149779736,0.54421768707483,45,89,134,249,last 20%,True,True
37,1.0,1.0,0,0,0,0,empty expert,False,False
