slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.5579014715291107,0.38686779059449866,1382,0,1382,872,first 20%,True,True
1,0.821938392186326,0.6977040816326531,711,0,711,1641,first 20%,True,True
2,0.8867854491462509,0.796598866288763,557,53,610,2442,first 20%,True,True
3,0.8905810296308558,0.8027454491196657,542,119,661,2809,first 20%,True,True
4,0.897079064077076,0.8133666112035497,543,130,673,3063,first 20%,True,True
5,0.8692510768375712,0.7687392479724748,529,412,941,3540,first 20%,True,True
6,0.8642301095131284,0.7609200743494424,626,403,1029,3678,first 20%,True,True
7,0.8710997442455243,0.771635704576348,763,245,1008,3651,middle 60%,True,True
8,0.8774321477258644,0.7816294987856038,932,57,989,3597,middle 60%,True,True
9,0.8853503184713376,0.7942857142857143,916,56,972,3809,middle 60%,True,True
10,0.8950860227144946,0.8100956645634032,879,54,933,4034,middle 60%,True,True
11,0.897661446041622,0.814324639937719,898,56,954,4240,middle 60%,True,True
12,0.9132429401569987,0.8403377110694183,792,59,851,4538,middle 60%,True,True
13,0.9169588300110187,0.8466518682944876,760,69,829,4646,middle 60%,True,True
14,0.9323913256795211,0.8733455882352941,622,67,689,4818,middle 60%,True,True
15,0.9513555838308702,0.9072241926451372,437,60,497,4920,middle 60%,True,True
16,0.9633054599114609,0.9292085784778895,297,76,373,4972,middle 60%,True,True
17,0.9689641273679968,0.9397967161845192,244,64,308,4872,middle 60%,True,True
18,0.9228453897862948,0.8567436661698957,718,51,769,4650,middle 60%,True,True
19,0.8866124334638947,0.7963196824824103,1040,89,1129,4503,middle 60%,True,True
20,0.8488600020633447,0.7374081376590786,1397,68,1465,4182,middle 60%,True,True
21,0.8312774857878366,0.7112701908957415,1499,74,1573,3949,middle 60%,True,True
22,0.8203497615262321,0.6954177897574124,1532,50,1582,3662,middle 60%,True,True
23,0.8110274471702696,0.6821246169560776,1504,52,1556,3391,middle 60%,True,True
24,0.7983037370792473,0.6643140714600794,1464,58,1522,3070,middle 60%,True,True
25,0.7822289156626506,0.6423447934701954,1365,81,1446,2678,middle 60%,True,True
26,0.7546628407460545,0.6059907834101382,1279,89,1368,2193,middle 60%,True,True
27,0.7434094903339191,0.5916083916083916,1095,73,1168,1765,middle 60%,True,True
28,0.7116083916083916,0.5523230568823274,976,55,1031,1327,middle 60%,True,True
29,0.7380410022779044,0.5848375451263538,646,44,690,1016,last 20%,True,True
30,0.7967959527824621,0.662228451296426,424,58,482,1003,last 20%,True,True
31,0.8264132066033016,0.7041773231031543,198,149,347,975,last 20%,True,True
32,0.8058651026392962,0.674852652259332,146,185,331,872,last 20%,True,True
33,0.7127112417340191,0.5536529680365296,176,215,391,700,last 20%,True,True
34,0.6768893756845564,0.5115894039735099,170,125,295,434,last 20%,True,True
35,0.6893939393939394,0.5260115606936416,71,93,164,275,last 20%,True,True
