slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.2759838546922301,0.1600819432250512,2870,0,2870,547,first 20%,True,True
1,0.6451895682664913,0.47622128760918797,1619,0,1619,1472,first 20%,True,True
2,0.8052904737987611,0.6740470852017937,1163,0,1163,2405,first 20%,True,True
3,0.8405538186690487,0.7249614791987673,1004,67,1071,2890,first 20%,True,True
4,0.8538690055170463,0.7450012342631449,913,120,1033,3138,first 20%,True,True
5,0.867816091954023,0.766497461928934,824,142,966,3313,first 20%,True,True
6,0.8633618520382487,0.7595749391188842,720,366,1086,3797,first 20%,True,True
7,0.8654254654504561,0.7627753303964758,838,239,1077,3702,middle 60%,True,True
8,0.8538996704503845,0.7450479233226837,1098,99,1197,3597,middle 60%,True,True
9,0.8420335905583296,0.7271658173265386,1292,100,1392,3810,middle 60%,True,True
10,0.8594652406417113,0.753563390847712,1200,114,1314,4132,middle 60%,True,True
11,0.8844366415367139,0.792816145158304,999,120,1119,4402,middle 60%,True,True
12,0.9070308548305513,0.829877823028508,817,102,919,4585,middle 60%,True,True
13,0.9232585596221959,0.8574561403508771,688,92,780,4784,middle 60%,True,True
14,0.9406721870433512,0.8879897002023175,502,107,609,4935,middle 60%,True,True
15,0.9529652351738241,0.91015625,395,88,483,4981,middle 60%,True,True
16,0.9501545595054096,0.9050423260949577,438,78,516,4996,middle 60%,True,True
17,0.9538885065381968,0.9118421052631579,376,93,469,4944,middle 60%,True,True
18,0.9538553140815719,0.9117814456459875,383,82,465,4888,middle 60%,True,True
19,0.9469820554649266,0.8993028659953525,463,57,520,4701,middle 60%,True,True
20,0.9321835409347387,0.8729810568295114,559,78,637,4456,middle 60%,True,True
21,0.9248567898461193,0.860217300459674,601,68,669,4185,middle 60%,True,True
22,0.936104513064133,0.879883902656843,477,61,538,4002,middle 60%,True,True
23,0.9324099012440682,0.8733781835655935,465,62,527,3697,middle 60%,True,True
24,0.938969764837626,0.8849604221635884,372,64,436,3418,middle 60%,True,True
25,0.94702090866216,0.8993729471484025,243,94,337,3106,middle 60%,True,True
26,0.9426334001092697,0.891491560454702,154,161,315,2749,middle 60%,True,True
27,0.9092575618698442,0.8336134453781513,228,168,396,2152,middle 60%,True,True
28,0.9162650602409639,0.8454697053918844,176,102,278,1623,middle 60%,True,True
29,0.9079861111111112,0.8314785373608903,154,58,212,1104,last 20%,True,True
30,0.9463414634146341,0.8981481481481481,55,55,110,1025,last 20%,True,True
31,0.9181636726546906,0.8487084870848709,15,149,164,1069,last 20%,True,True
32,0.8571428571428571,0.75,46,204,250,954,last 20%,True,True
33,0.795355587808418,0.6602409638554216,24,258,282,806,last 20%,True,True
34,0.6852248394004282,0.5211726384364821,64,230,294,550,last 20%,True,True
35,0.4827586206896552,0.3181818181818182,45,165,210,263,last 20%,True,True
36,1.0,1.0,0,0,0,0,empty expert,False,False
37,1.0,1.0,0,0,0,0,empty expert,False,False
