slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.4830469112865769,0.31843233312921004,2226,0,2226,1040,first 20%,True,True
1,0.8039364118092355,0.6721518987341772,1036,0,1036,2124,first 20%,True,True
2,0.8449197860962567,0.7314814814814815,921,65,986,2751,first 20%,True,True
3,0.8425627365764755,0.7279554263565892,975,148,1123,3153,first 20%,True,True
4,0.8480810234541578,0.7362332253586302,927,213,1140,3395,first 20%,True,True
5,0.8478395443852915,0.7358693316140125,845,384,1229,3808,first 20%,True,True
6,0.8465227817745803,0.7338877338877339,929,351,1280,3881,first 20%,True,True
7,0.8617021276595744,0.7570093457943925,947,197,1144,3761,middle 60%,True,True
8,0.8600479835484977,0.754459811585488,1095,130,1225,3894,middle 60%,True,True
9,0.886269373499236,0.795766366130929,962,80,1042,4140,middle 60%,True,True
10,0.8895852919669905,0.8011288805268109,977,80,1057,4338,middle 60%,True,True
11,0.9138184105682533,0.8413127413127414,783,39,822,4397,middle 60%,True,True
12,0.9293483785707024,0.8680212685150019,678,17,695,4588,middle 60%,True,True
13,0.9343358395989975,0.8767638758231421,634,21,655,4681,middle 60%,True,True
14,0.9558359621451105,0.9154078549848943,428,20,448,4868,middle 60%,True,True
15,0.9622548536513256,0.9272554605887939,359,24,383,4906,middle 60%,True,True
16,0.963808025177026,0.9301442672741078,344,24,368,4924,middle 60%,True,True
17,0.9677613135762916,0.9375363724539282,295,27,322,4860,middle 60%,True,True
18,0.9660423955546409,0.9343152866242038,312,18,330,4712,middle 60%,True,True
19,0.968766770419663,0.9394254787676936,257,34,291,4547,middle 60%,True,True
20,0.9615989220750056,0.926038062283737,318,24,342,4306,middle 60%,True,True
21,0.956748429908757,0.917083144025443,313,52,365,4089,middle 60%,True,True
22,0.9454365079365079,0.896519285042333,407,33,440,3845,middle 60%,True,True
23,0.9501418727199027,0.905019305019305,333,36,369,3552,middle 60%,True,True
24,0.949417490045716,0.903705783267827,303,40,343,3259,middle 60%,True,True
25,0.9602104570864847,0.9234661606578115,188,54,242,2974,middle 60%,True,True
26,0.9505027068832174,0.9056742815033162,182,74,256,2532,middle 60%,True,True
27,0.9193141704488149,0.8506766215585627,258,62,320,1885,middle 60%,True,True
28,0.9025437727122564,0.8223961468994582,252,43,295,1409,middle 60%,True,True
29,0.937350549976088,0.8820882088208821,114,17,131,997,last 20%,True,True
30,0.9395525940028557,0.8859964093357271,79,48,127,1035,last 20%,True,True
31,0.9173387096774194,0.8472998137802608,30,134,164,1044,last 20%,True,True
32,0.8552631578947368,0.7471264367816092,62,180,242,895,last 20%,True,True
33,0.7906614785992218,0.6537966537966537,47,222,269,730,last 20%,True,True
34,0.6648199445983379,0.4979253112033195,83,159,242,399,last 20%,True,True
35,0.44518272425249167,0.2863247863247863,54,113,167,180,last 20%,True,True
36,1.0,1.0,0,0,0,0,empty expert,False,False
37,1.0,1.0,0,0,0,0,empty expert,False,False
