slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.3708899605436212,0.22766415500538212,2870,0,2870,846,first 20%,True,True
1,0.7709235209235209,0.6272380393307896,1266,4,1270,2141,first 20%,True,True
2,0.8417865253595761,0.726797385620915,1014,31,1045,2811,first 20%,True,True
3,0.8504415011037527,0.7397983677388382,1010,74,1084,3156,first 20%,True,True
4,0.8591101694915254,0.7530176415970288,915,149,1064,3393,first 20%,True,True
5,0.8644605046278686,0.7612773559624832,868,201,1069,3610,first 20%,True,True
6,0.8565853658536585,0.7491467576791809,944,232,1176,3744,first 20%,True,True
7,0.8582257491413005,0.7516597510373444,1097,100,1197,3723,middle 60%,True,True
8,0.8532483236231725,0.7440567484662577,1272,63,1335,3944,middle 60%,True,True
9,0.8607853136155023,0.7555953446732319,1281,84,1365,4304,middle 60%,True,True
10,0.8690429302875148,0.7684137210517151,1257,73,1330,4486,middle 60%,True,True
11,0.8816585084940973,0.7883625128733265,1182,51,1233,4644,middle 60%,True,True
12,0.8969501799583255,0.8131547312381934,1075,13,1088,4748,middle 60%,True,True
13,0.9169130973957836,0.846573894662674,862,9,871,4815,middle 60%,True,True
14,0.9196564885496183,0.851263027733616,829,13,842,4832,middle 60%,True,True
15,0.9479077711357814,0.900974025974026,539,10,549,5005,middle 60%,True,True
16,0.9552981717239399,0.9144218435037567,449,18,467,5008,middle 60%,True,True
17,0.9679791041888363,0.9379452568428946,306,25,331,5028,middle 60%,True,True
18,0.9668835008870491,0.9358900973096738,293,43,336,4948,middle 60%,True,True
19,0.9618614061709662,0.9265250438511011,340,37,377,4791,middle 60%,True,True
20,0.9516231699554424,0.9077109896782027,403,53,456,4538,middle 60%,True,True
21,0.9493840985442329,0.9036452781922831,403,49,452,4288,middle 60%,True,True
22,0.9416617560400707,0.8897550111358574,430,65,495,4060,middle 60%,True,True
23,0.937380436168856,0.8821411425828133,430,61,491,3736,middle 60%,True,True
24,0.9435697366587711,0.893168029543656,347,58,405,3444,middle 60%,True,True
25,0.9560594214229867,0.9158178550029958,222,59,281,3116,middle 60%,True,True
26,0.94878905527824,0.9025677101653183,193,84,277,2650,middle 60%,True,True
27,0.8996407185628742,0.8175881584675664,374,45,419,1923,middle 60%,True,True
28,0.8708043065231159,0.7711721817162086,359,49,408,1424,middle 60%,True,True
29,0.8821698532681191,0.7891805887032617,234,31,265,1023,last 20%,True,True
30,0.9154092363968908,0.8440134907251264,137,48,185,1049,last 20%,True,True
31,0.9246778989098117,0.8599078341013825,48,104,152,1037,last 20%,True,True
32,0.8957264957264958,0.8111455108359134,46,137,183,923,last 20%,True,True
33,0.8276385725132878,0.7059585492227979,57,170,227,715,last 20%,True,True
34,0.7344173441734417,0.5802997858672377,84,112,196,383,last 20%,True,True
35,0.6494845360824743,0.48091603053435117,25,111,136,237,last 20%,True,True
36,1.0,1.0,0,0,0,0,empty expert,False,False
37,1.0,1.0,0,0,0,0,empty expert,False,False
