slice_index,dice,iou,false_positives,false_negatives,error,brain_voxels,brain_position,expert_foreground_present,prediction_foreground_present
0,0.28960817717206133,0.1693227091633466,2919,0,2919,595,first 20%,True,True
1,0.7384928716904277,0.5854052308685825,1284,0,1284,1813,first 20%,True,True
2,0.8373315806769636,0.7201808931599774,980,10,990,2558,first 20%,True,True
3,0.8704028021015762,0.7705426356589147,850,38,888,3020,first 20%,True,True
4,0.8809655937846836,0.7872551450533102,754,104,858,3279,first 20%,True,True
5,0.8935997839589522,0.8076641444959727,651,137,788,3446,first 20%,True,True
6,0.8941389104053705,0.8085454120943264,533,287,820,3750,first 20%,True,True
7,0.8924099156657296,0.8057221965851408,643,199,842,3691,middle 60%,True,True
8,0.9120210099080817,0.8382707921878428,666,71,737,3891,middle 60%,True,True
9,0.9079406631762653,0.8314023172193368,733,111,844,4273,middle 60%,True,True
10,0.9026949187409998,0.822647169103862,831,115,946,4503,middle 60%,True,True
11,0.9032708416433984,0.8236042916893981,861,109,970,4638,middle 60%,True,True
12,0.9156531973322871,0.8444283646888567,778,82,860,4750,middle 60%,True,True
13,0.9267162305686975,0.8634400863620008,694,65,759,4864,middle 60%,True,True
14,0.9429389312977099,0.8920382740566889,540,58,598,4999,middle 60%,True,True
15,0.9546925566343042,0.913312693498452,413,63,476,5078,middle 60%,True,True
16,0.9496932515337423,0.9042056074766355,484,49,533,5080,middle 60%,True,True
17,0.9557386472504311,0.9152293577981652,412,50,462,5038,middle 60%,True,True
18,0.9408596980478893,0.888323951334665,543,72,615,4964,middle 60%,True,True
19,0.9307240704500979,0.8704245973645681,648,60,708,4816,middle 60%,True,True
20,0.8906127258444619,0.8027969552133121,1044,70,1114,4605,middle 60%,True,True
21,0.8621850453942671,0.7577550654473731,1284,67,1351,4293,middle 60%,True,True
22,0.836639932460954,0.7191582002902758,1460,88,1548,4052,middle 60%,True,True
23,0.8357030015797788,0.7177747625508819,1373,83,1456,3786,middle 60%,True,True
24,0.8282531521606071,0.70685332218972,1319,84,1403,3467,middle 60%,True,True
25,0.8380311316785864,0.721216509775525,1042,113,1155,3101,middle 60%,True,True
26,0.8644212685929219,0.7612165010538994,642,151,793,2679,middle 60%,True,True
27,0.9090029041626331,0.8331854480922803,290,86,376,1964,middle 60%,True,True
28,0.8691275167785235,0.7685459940652819,325,65,390,1360,middle 60%,True,True
29,0.889287315105334,0.8006456820016142,209,38,247,1030,last 20%,True,True
30,0.925414364640884,0.8611825192802056,92,70,162,1075,last 20%,True,True
31,0.9041095890410958,0.825,59,130,189,1021,last 20%,True,True
32,0.8639125151883353,0.760427807486631,47,177,224,888,last 20%,True,True
33,0.7672634271099744,0.6224066390041494,71,202,273,652,last 20%,True,True
34,0.6645367412140575,0.49760765550239233,70,140,210,348,last 20%,True,True
35,0.3926940639269406,0.24431818181818182,33,100,133,143,last 20%,True,True
36,1.0,1.0,0,0,0,0,empty expert,False,False
37,1.0,1.0,0,0,0,0,empty expert,False,False
